1599.044	1598.953	1598.868	1598.773	1598.805	1598.899	1598.985	1599.401	1599.013	1598.768	1598.617	1598.607	1598.722	1598.782	1598.87	1599.226	1598.88	1598.697	1598.572	1598.575	1598.486	1598.729	1598.871	1599.206	1598.919	1598.771	1598.765	1598.624	1598.723	1598.751	1598.877	1599.217	1599.146	1599.038	1599.018	1598.882	1598.965	1599.048	1594.267	0	
1599.041	1598.953	1598.868	1598.771	1598.806	1598.904	1598.987	1599.401	1599.016	1598.773	1598.62	1598.611	1598.722	1598.782	1598.877	1599.221	1598.879	1598.697	1598.575	1598.574	1598.472	1598.735	1598.86	1599.198	1598.914	1598.76	1598.757	1598.626	1598.722	1598.751	1598.876	1599.207	1599.136	1599.039	1599.018	1598.884	1598.964	1599.036	1594.294	0	
1599.038	1598.948	1598.873	1598.771	1598.817	1598.908	1598.987	1599.395	1599.022	1598.766	1598.611	1598.611	1598.732	1598.788	1598.876	1599.232	1598.877	1598.697	1598.577	1598.569	1598.481	1598.732	1598.871	1599.193	1598.916	1598.765	1598.76	1598.629	1598.719	1598.756	1598.874	1599.212	1599.15	1599.038	1599.021	1598.879	1598.961	1599.047	1594.249	0	
1599.044	1598.954	1598.871	1598.773	1598.814	1598.916	1598.978	1599.395	1599.021	1598.773	1598.624	1598.607	1598.734	1598.785	1598.871	1599.229	1598.874	1598.703	1598.571	1598.566	1598.486	1598.734	1598.865	1599.206	1598.917	1598.766	1598.757	1598.629	1598.719	1598.756	1598.879	1599.215	1599.152	1599.038	1599.012	1598.876	1598.964	1599.039	1594.25	0	
1599.042	1598.951	1598.87	1598.776	1598.809	1598.916	1598.981	1599.401	1599.028	1598.773	1598.621	1598.604	1598.734	1598.78	1598.879	1599.223	1598.882	1598.689	1598.577	1598.572	1598.479	1598.729	1598.86	1599.203	1598.919	1598.768	1598.765	1598.631	1598.728	1598.745	1598.877	1599.221	1599.146	1599.035	1599.008	1598.879	1598.956	1599.033	1594.284	0	
1599.041	1598.956	1598.871	1598.771	1598.808	1598.913	1598.985	1599.399	1599.021	1598.771	1598.628	1598.611	1598.723	1598.786	1598.871	1599.237	1598.876	1598.699	1598.566	1598.567	1598.475	1598.72	1598.868	1599.2	1598.908	1598.766	1598.76	1598.62	1598.717	1598.759	1598.885	1599.217	1599.15	1599.031	1599.005	1598.876	1598.958	1599.048	1594.212	0	
1599.042	1598.95	1598.871	1598.777	1598.816	1598.906	1598.987	1599.409	1599.019	1598.771	1598.631	1598.609	1598.725	1598.783	1598.873	1599.224	1598.874	1598.694	1598.566	1598.581	1598.487	1598.731	1598.87	1599.203	1598.919	1598.762	1598.757	1598.634	1598.722	1598.748	1598.874	1599.214	1599.149	1599.041	1599.002	1598.885	1598.967	1599.042	1594.216	0	
1599.042	1598.947	1598.879	1598.768	1598.809	1598.916	1598.985	1599.401	1599.012	1598.769	1598.614	1598.6	1598.731	1598.783	1598.879	1599.224	1598.879	1598.7	1598.574	1598.569	1598.481	1598.732	1598.87	1599.193	1598.911	1598.765	1598.76	1598.631	1598.72	1598.745	1598.874	1599.218	1599.141	1599.035	1599.01	1598.88	1598.956	1599.05	1594.207	0	
1599.052	1598.961	1598.877	1598.771	1598.823	1598.904	1598.987	1599.409	1599.019	1598.771	1598.621	1598.604	1598.725	1598.783	1598.877	1599.224	1598.876	1598.705	1598.564	1598.56	1598.472	1598.734	1598.87	1599.197	1598.914	1598.771	1598.757	1598.628	1598.728	1598.751	1598.871	1599.212	1599.149	1599.031	1599.012	1598.884	1598.959	1599.042	1594.172	0	
1599.039	1598.948	1598.87	1598.769	1598.819	1598.914	1598.99	1599.391	1599.016	1598.765	1598.618	1598.609	1598.717	1598.777	1598.88	1599.227	1598.879	1598.695	1598.577	1598.578	1598.483	1598.74	1598.87	1599.197	1598.91	1598.762	1598.754	1598.629	1598.722	1598.751	1598.879	1599.224	1599.143	1599.035	1599.007	1598.87	1598.962	1599.045	1594.294	0	
1599.038	1598.948	1598.876	1598.765	1598.813	1598.914	1598.982	1599.394	1599.024	1598.776	1598.623	1598.607	1598.729	1598.783	1598.873	1599.226	1598.884	1598.695	1598.575	1598.572	1598.478	1598.731	1598.87	1599.201	1598.914	1598.769	1598.756	1598.634	1598.717	1598.752	1598.88	1599.221	1599.146	1599.042	1599.022	1598.879	1598.97	1599.048	1594.238	0	
1599.036	1598.954	1598.863	1598.779	1598.817	1598.91	1598.987	1599.392	1599.024	1598.769	1598.62	1598.617	1598.732	1598.783	1598.873	1599.224	1598.879	1598.692	1598.572	1598.569	1598.481	1598.735	1598.87	1599.2	1598.913	1598.766	1598.762	1598.631	1598.729	1598.757	1598.876	1599.221	1599.139	1599.042	1599.008	1598.884	1598.967	1599.047	1594.264	0	
1599.035	1598.95	1598.873	1598.768	1598.816	1598.913	1598.985	1599.394	1599.018	1598.782	1598.617	1598.604	1598.728	1598.789	1598.876	1599.235	1598.879	1598.697	1598.569	1598.574	1598.484	1598.723	1598.857	1599.201	1598.913	1598.777	1598.752	1598.628	1598.725	1598.746	1598.87	1599.218	1599.147	1599.041	1599.019	1598.882	1598.956	1599.035	1594.315	0	
1599.05	1598.942	1598.877	1598.777	1598.819	1598.906	1598.999	1599.408	1599.021	1598.774	1598.604	1598.614	1598.728	1598.776	1598.876	1599.226	1598.884	1598.705	1598.58	1598.574	1598.486	1598.723	1598.865	1599.195	1598.911	1598.765	1598.756	1598.631	1598.722	1598.752	1598.876	1599.229	1599.141	1599.03	1599.013	1598.873	1598.971	1599.052	1594.184	0	
1599.027	1598.953	1598.882	1598.763	1598.811	1598.905	1598.987	1599.394	1599.022	1598.774	1598.624	1598.611	1598.725	1598.779	1598.877	1599.233	1598.884	1598.695	1598.571	1598.574	1598.476	1598.729	1598.863	1599.197	1598.919	1598.765	1598.751	1598.617	1598.719	1598.757	1598.877	1599.224	1599.146	1599.044	1599.008	1598.876	1598.965	1599.047	1594.25	0	
1599.041	1598.951	1598.863	1598.765	1598.813	1598.919	1598.984	1599.395	1599.03	1598.768	1598.617	1598.603	1598.725	1598.789	1598.874	1599.235	1598.88	1598.699	1598.569	1598.577	1598.481	1598.726	1598.868	1599.21	1598.913	1598.765	1598.749	1598.62	1598.72	1598.748	1598.865	1599.224	1599.139	1599.035	1599.016	1598.877	1598.959	1599.045	1594.315	0	
1599.041	1598.953	1598.874	1598.779	1598.808	1598.916	1598.987	1599.405	1599.021	1598.777	1598.617	1598.607	1598.737	1598.789	1598.87	1599.224	1598.885	1598.7	1598.574	1598.577	1598.484	1598.734	1598.862	1599.195	1598.92	1598.774	1598.754	1598.631	1598.717	1598.737	1598.876	1599.227	1599.152	1599.048	1599.018	1598.882	1598.961	1599.033	1594.366	0	
1599.039	1598.945	1598.865	1598.773	1598.809	1598.914	1598.982	1599.406	1599.019	1598.769	1598.615	1598.609	1598.717	1598.782	1598.88	1599.237	1598.879	1598.699	1598.564	1598.575	1598.486	1598.731	1598.868	1599.201	1598.905	1598.762	1598.762	1598.624	1598.723	1598.742	1598.884	1599.221	1599.135	1599.039	1599.018	1598.882	1598.964	1599.044	1594.142	0	
1599.041	1598.958	1598.862	1598.78	1598.802	1598.917	1598.996	1599.401	1599.027	1598.776	1598.618	1598.604	1598.735	1598.786	1598.868	1599.229	1598.876	1598.7	1598.574	1598.571	1598.475	1598.725	1598.873	1599.204	1598.916	1598.76	1598.76	1598.621	1598.719	1598.749	1598.877	1599.221	1599.158	1599.041	1599.01	1598.885	1598.961	1599.042	1594.121	0	
1599.044	1598.948	1598.877	1598.783	1598.814	1598.911	1598.991	1599.4	1599.025	1598.769	1598.614	1598.609	1598.719	1598.786	1598.873	1599.233	1598.88	1598.702	1598.575	1598.577	1598.484	1598.728	1598.86	1599.204	1598.916	1598.765	1598.76	1598.626	1598.723	1598.76	1598.88	1599.224	1599.146	1599.036	1599.007	1598.88	1598.959	1599.044	1594.141	0	
1599.045	1598.958	1598.873	1598.769	1598.811	1598.911	1599.001	1599.406	1599.027	1598.777	1598.612	1598.611	1598.729	1598.799	1598.873	1599.235	1598.882	1598.7	1598.577	1598.583	1598.481	1598.729	1598.863	1599.201	1598.916	1598.771	1598.762	1598.637	1598.726	1598.756	1598.879	1599.221	1599.144	1599.033	1599.01	1598.887	1598.961	1599.045	1594.146	0	
1599.036	1598.944	1598.873	1598.779	1598.813	1598.906	1598.994	1599.399	1599.016	1598.774	1598.628	1598.607	1598.737	1598.779	1598.87	1599.233	1598.877	1598.7	1598.574	1598.586	1598.479	1598.719	1598.86	1599.201	1598.922	1598.765	1598.757	1598.635	1598.722	1598.76	1598.877	1599.227	1599.146	1599.033	1599.027	1598.887	1598.967	1599.048	1594.149	0	
1599.036	1598.95	1598.868	1598.771	1598.817	1598.913	1598.994	1599.4	1599.027	1598.773	1598.617	1598.606	1598.729	1598.783	1598.874	1599.24	1598.887	1598.699	1598.574	1598.575	1598.484	1598.72	1598.871	1599.197	1598.913	1598.768	1598.759	1598.629	1598.72	1598.757	1598.885	1599.212	1599.15	1599.036	1599.019	1598.882	1598.964	1599.044	1594.207	0	
1599.044	1598.953	1598.87	1598.771	1598.805	1598.905	1598.994	1599.397	1599.015	1598.779	1598.614	1598.601	1598.728	1598.777	1598.874	1599.23	1598.877	1598.7	1598.578	1598.58	1598.475	1598.726	1598.862	1599.2	1598.917	1598.768	1598.752	1598.628	1598.722	1598.743	1598.88	1599.218	1599.152	1599.031	1599.018	1598.874	1598.968	1599.045	1594.22	0	
1599.033	1598.951	1598.87	1598.773	1598.817	1598.919	1598.994	1599.4	1599.025	1598.769	1598.612	1598.598	1598.723	1598.786	1598.871	1599.232	1598.876	1598.692	1598.577	1598.574	1598.476	1598.732	1598.873	1599.204	1598.91	1598.762	1598.752	1598.637	1598.725	1598.748	1598.884	1599.219	1599.147	1599.044	1599.022	1598.884	1598.964	1599.045	1594.221	0	
1599.039	1598.951	1598.88	1598.774	1598.811	1598.908	1598.993	1599.401	1599.015	1598.774	1598.617	1598.611	1598.726	1598.791	1598.871	1599.232	1598.884	1598.709	1598.572	1598.571	1598.483	1598.731	1598.87	1599.206	1598.919	1598.765	1598.751	1598.631	1598.726	1598.752	1598.879	1599.217	1599.15	1599.045	1599.021	1598.879	1598.965	1599.053	1594.27	0	
1599.045	1598.948	1598.877	1598.771	1598.813	1598.922	1598.99	1599.405	1599.013	1598.765	1598.611	1598.614	1598.728	1598.788	1598.88	1599.227	1598.882	1598.694	1598.578	1598.567	1598.476	1598.728	1598.857	1599.203	1598.911	1598.768	1598.759	1598.637	1598.726	1598.742	1598.88	1599.219	1599.141	1599.047	1599.007	1598.893	1598.961	1599.059	1594.161	0	
1599.045	1598.947	1598.868	1598.777	1598.811	1598.902	1599.004	1599.4	1599.025	1598.777	1598.617	1598.601	1598.729	1598.777	1598.873	1599.232	1598.882	1598.695	1598.569	1598.577	1598.481	1598.722	1598.859	1599.207	1598.917	1598.759	1598.765	1598.626	1598.719	1598.754	1598.877	1599.223	1599.143	1599.036	1599.013	1598.89	1598.959	1599.044	1594.287	0	
1599.039	1598.95	1598.876	1598.773	1598.811	1598.91	1598.988	1599.394	1599.03	1598.779	1598.615	1598.603	1598.726	1598.783	1598.868	1599.23	1598.88	1598.699	1598.577	1598.583	1598.479	1598.734	1598.865	1599.201	1598.908	1598.774	1598.766	1598.638	1598.717	1598.748	1598.884	1599.221	1599.147	1599.041	1599.018	1598.89	1598.961	1599.052	1594.286	0	
1599.039	1598.945	1598.866	1598.771	1598.816	1598.905	1598.99	1599.405	1599.024	1598.78	1598.618	1598.609	1598.735	1598.78	1598.874	1599.235	1598.88	1598.697	1598.558	1598.574	1598.472	1598.732	1598.868	1599.21	1598.922	1598.765	1598.751	1598.631	1598.725	1598.751	1598.879	1599.219	1599.156	1599.038	1599.021	1598.887	1598.961	1599.041	1594.274	0	
1599.048	1598.958	1598.87	1598.779	1598.819	1598.917	1599.001	1599.401	1599.024	1598.769	1598.623	1598.609	1598.731	1598.783	1598.884	1599.219	1598.888	1598.699	1598.578	1598.564	1598.487	1598.726	1598.862	1599.198	1598.906	1598.765	1598.763	1598.621	1598.722	1598.754	1598.882	1599.217	1599.144	1599.035	1599.025	1598.885	1598.973	1599.042	1594.267	0	
1599.033	1598.954	1598.874	1598.774	1598.813	1598.91	1598.988	1599.397	1599.021	1598.773	1598.621	1598.609	1598.732	1598.785	1598.876	1599.23	1598.879	1598.709	1598.572	1598.571	1598.483	1598.731	1598.865	1599.207	1598.911	1598.76	1598.752	1598.628	1598.72	1598.756	1598.888	1599.226	1599.146	1599.041	1599.019	1598.884	1598.965	1599.047	1594.261	0	
1599.041	1598.956	1598.874	1598.779	1598.806	1598.916	1598.993	1599.386	1599.033	1598.777	1598.623	1598.607	1598.732	1598.788	1598.876	1599.235	1598.88	1598.702	1598.572	1598.571	1598.476	1598.729	1598.866	1599.203	1598.917	1598.773	1598.762	1598.631	1598.719	1598.751	1598.876	1599.217	1599.139	1599.044	1599.012	1598.88	1598.965	1599.047	1594.261	0	
1599.048	1598.954	1598.877	1598.771	1598.817	1598.917	1598.987	1599.397	1599.024	1598.771	1598.624	1598.607	1598.732	1598.777	1598.874	1599.232	1598.879	1598.703	1598.574	1598.571	1598.475	1598.729	1598.866	1599.198	1598.922	1598.768	1598.756	1598.626	1598.722	1598.745	1598.873	1599.219	1599.147	1599.039	1599.015	1598.877	1598.968	1599.052	1594.272	0	
1599.052	1598.944	1598.874	1598.777	1598.814	1598.913	1599.001	1599.4	1599.018	1598.776	1598.62	1598.611	1598.737	1598.792	1598.865	1599.227	1598.882	1598.703	1598.577	1598.575	1598.481	1598.725	1598.874	1599.203	1598.919	1598.762	1598.751	1598.626	1598.72	1598.754	1598.884	1599.224	1599.146	1599.042	1599.025	1598.879	1598.971	1599.044	1594.125	0	
1599.045	1598.954	1598.863	1598.777	1598.817	1598.906	1598.996	1599.405	1599.024	1598.771	1598.623	1598.614	1598.725	1598.783	1598.876	1599.227	1598.882	1598.691	1598.564	1598.58	1598.478	1598.729	1598.866	1599.206	1598.914	1598.768	1598.76	1598.632	1598.726	1598.754	1598.866	1599.219	1599.149	1599.042	1599.021	1598.882	1598.968	1599.05	1594.136	0	
1599.041	1598.954	1598.877	1598.771	1598.805	1598.916	1598.99	1599.401	1599.027	1598.768	1598.615	1598.606	1598.723	1598.785	1598.876	1599.238	1598.868	1598.703	1598.571	1598.571	1598.483	1598.728	1598.873	1599.204	1598.913	1598.766	1598.759	1598.634	1598.72	1598.757	1598.879	1599.224	1599.153	1599.052	1599.021	1598.884	1598.964	1599.05	1594.278	0	
1599.047	1598.954	1598.868	1598.766	1598.814	1598.906	1598.996	1599.399	1599.027	1598.777	1598.621	1598.617	1598.723	1598.782	1598.866	1599.23	1598.885	1598.7	1598.58	1598.571	1598.484	1598.732	1598.871	1599.198	1598.92	1598.765	1598.765	1598.631	1598.719	1598.752	1598.868	1599.218	1599.158	1599.041	1599.018	1598.884	1598.965	1599.048	1594.284	0	
1599.042	1598.953	1598.868	1598.773	1598.817	1598.922	1599.002	1599.397	1599.028	1598.774	1598.618	1598.611	1598.734	1598.777	1598.873	1599.229	1598.884	1598.697	1598.572	1598.584	1598.479	1598.732	1598.866	1599.2	1598.927	1598.776	1598.759	1598.634	1598.725	1598.746	1598.879	1599.223	1599.144	1599.035	1599.022	1598.879	1598.958	1599.045	1594.284	0	
1599.042	1598.954	1598.871	1598.783	1598.813	1598.905	1598.999	1599.401	1599.022	1598.763	1598.618	1598.601	1598.735	1598.785	1598.87	1599.227	1598.882	1598.706	1598.577	1598.577	1598.478	1598.726	1598.863	1599.198	1598.91	1598.765	1598.762	1598.626	1598.715	1598.748	1598.874	1599.218	1599.152	1599.044	1599.01	1598.882	1598.97	1599.044	1594.437	0	
1599.042	1598.948	1598.87	1598.763	1598.814	1598.916	1598.984	1599.395	1599.025	1598.782	1598.626	1598.598	1598.734	1598.786	1598.88	1599.23	1598.882	1598.7	1598.577	1598.571	1598.478	1598.728	1598.866	1599.207	1598.919	1598.765	1598.754	1598.634	1598.723	1598.754	1598.877	1599.223	1599.144	1599.042	1599.019	1598.885	1598.958	1599.038	1594.247	0	
1599.042	1598.959	1598.874	1598.769	1598.822	1598.91	1598.993	1599.395	1599.015	1598.768	1598.615	1598.607	1598.728	1598.783	1598.88	1599.238	1598.879	1598.695	1598.578	1598.58	1598.479	1598.719	1598.873	1599.2	1598.906	1598.771	1598.756	1598.629	1598.72	1598.752	1598.877	1599.224	1599.149	1599.039	1599.01	1598.877	1598.961	1599.053	1594.106	0	
1599.05	1598.953	1598.871	1598.769	1598.819	1598.91	1598.984	1599.4	1599.024	1598.766	1598.621	1598.614	1598.735	1598.796	1598.877	1599.223	1598.873	1598.703	1598.567	1598.58	1598.487	1598.72	1598.865	1599.209	1598.917	1598.763	1598.754	1598.632	1598.725	1598.748	1598.873	1599.221	1599.153	1599.044	1599.015	1598.876	1598.956	1599.045	1594.113	0	
1599.048	1598.941	1598.877	1598.771	1598.817	1598.917	1599.002	1599.397	1599.027	1598.768	1598.614	1598.618	1598.725	1598.786	1598.882	1599.23	1598.877	1598.697	1598.58	1598.571	1598.484	1598.723	1598.868	1599.198	1598.916	1598.773	1598.76	1598.626	1598.722	1598.749	1598.877	1599.219	1599.146	1599.045	1599.015	1598.874	1598.967	1599.05	1594.226	0	
1599.047	1598.959	1598.879	1598.768	1598.811	1598.906	1598.994	1599.405	1599.024	1598.776	1598.628	1598.612	1598.725	1598.774	1598.879	1599.229	1598.887	1598.711	1598.578	1598.581	1598.475	1598.731	1598.871	1599.204	1598.908	1598.762	1598.752	1598.631	1598.722	1598.752	1598.88	1599.218	1599.152	1599.042	1599.016	1598.885	1598.967	1599.042	1594.212	0	
1599.044	1598.961	1598.876	1598.782	1598.817	1598.904	1598.993	1599.391	1599.025	1598.773	1598.615	1598.609	1598.737	1598.782	1598.874	1599.229	1598.879	1598.703	1598.571	1598.575	1598.476	1598.723	1598.863	1599.2	1598.911	1598.773	1598.759	1598.629	1598.731	1598.756	1598.874	1599.217	1599.146	1599.05	1599.008	1598.873	1598.976	1599.047	1594.25	0	
1599.042	1598.948	1598.879	1598.773	1598.816	1598.916	1598.994	1599.408	1599.024	1598.782	1598.618	1598.606	1598.726	1598.776	1598.876	1599.233	1598.877	1598.697	1598.578	1598.584	1598.475	1598.72	1598.879	1599.206	1598.917	1598.765	1598.752	1598.634	1598.715	1598.749	1598.871	1599.214	1599.149	1599.047	1599.012	1598.879	1598.962	1599.042	1594.061	0	
1599.05	1598.961	1598.873	1598.773	1598.811	1598.914	1598.994	1599.4	1599.033	1598.779	1598.617	1598.612	1598.72	1598.783	1598.874	1599.237	1598.888	1598.708	1598.578	1598.572	1598.483	1598.737	1598.868	1599.201	1598.914	1598.776	1598.76	1598.635	1598.719	1598.752	1598.88	1599.229	1599.144	1599.033	1599.018	1598.879	1598.959	1599.048	1594.176	0	
1599.045	1598.944	1598.877	1598.779	1598.822	1598.908	1598.988	1599.409	1599.021	1598.776	1598.614	1598.609	1598.734	1598.774	1598.877	1599.241	1598.891	1598.7	1598.574	1598.572	1598.483	1598.722	1598.876	1599.204	1598.917	1598.773	1598.756	1598.631	1598.715	1598.762	1598.877	1599.219	1599.15	1599.035	1599.019	1598.879	1598.962	1599.053	1594.189	0	
1599.047	1598.954	1598.87	1598.768	1598.817	1598.914	1598.987	1599.399	1599.024	1598.779	1598.624	1598.611	1598.728	1598.789	1598.884	1599.233	1598.879	1598.699	1598.574	1598.581	1598.489	1598.728	1598.866	1599.2	1598.917	1598.768	1598.756	1598.637	1598.722	1598.749	1598.871	1599.212	1599.152	1599.047	1599.024	1598.884	1598.959	1599.042	1594.18	0	
1599.039	1598.953	1598.87	1598.774	1598.814	1598.916	1598.988	1599.406	1599.031	1598.776	1598.618	1598.611	1598.728	1598.785	1598.877	1599.232	1598.882	1598.7	1598.569	1598.571	1598.479	1598.729	1598.862	1599.203	1598.922	1598.765	1598.754	1598.634	1598.725	1598.762	1598.88	1599.219	1599.153	1599.033	1599.021	1598.885	1598.967	1599.052	1594.176	0	
1599.047	1598.956	1598.865	1598.771	1598.808	1598.908	1598.988	1599.397	1599.024	1598.779	1598.62	1598.615	1598.734	1598.788	1598.882	1599.233	1598.887	1598.702	1598.571	1598.588	1598.476	1598.732	1598.871	1599.203	1598.92	1598.769	1598.759	1598.628	1598.72	1598.746	1598.874	1599.226	1599.152	1599.031	1599.016	1598.88	1598.968	1599.055	1594.169	0	
1599.045	1598.958	1598.874	1598.779	1598.822	1598.911	1598.99	1599.403	1599.019	1598.78	1598.617	1598.603	1598.729	1598.78	1598.882	1599.23	1598.888	1598.702	1598.571	1598.574	1598.483	1598.728	1598.873	1599.206	1598.922	1598.766	1598.762	1598.634	1598.726	1598.76	1598.884	1599.217	1599.149	1599.033	1599.01	1598.888	1598.967	1599.044	1594.209	0	
1599.045	1598.961	1598.874	1598.782	1598.814	1598.913	1598.99	1599.399	1599.028	1598.779	1598.624	1598.611	1598.726	1598.782	1598.876	1599.243	1598.879	1598.691	1598.581	1598.575	1598.479	1598.732	1598.874	1599.206	1598.919	1598.769	1598.76	1598.631	1598.714	1598.754	1598.879	1599.224	1599.155	1599.042	1599.022	1598.877	1598.958	1599.045	1594.209	0	
1599.048	1598.956	1598.876	1598.773	1598.82	1598.908	1598.993	1599.403	1599.024	1598.771	1598.617	1598.618	1598.734	1598.783	1598.871	1599.235	1598.888	1598.699	1598.584	1598.575	1598.484	1598.732	1598.871	1599.197	1598.911	1598.769	1598.765	1598.632	1598.717	1598.751	1598.879	1599.226	1599.158	1599.045	1599.019	1598.884	1598.974	1599.048	1594.184	0	
1599.053	1598.958	1598.871	1598.774	1598.819	1598.917	1598.993	1599.397	1599.031	1598.777	1598.624	1598.612	1598.726	1598.788	1598.877	1599.23	1598.89	1598.7	1598.569	1598.578	1598.487	1598.732	1598.862	1599.203	1598.913	1598.774	1598.757	1598.634	1598.725	1598.759	1598.884	1599.221	1599.153	1599.035	1599.007	1598.885	1598.973	1599.042	1594.189	0	
1599.042	1598.954	1598.88	1598.769	1598.816	1598.908	1598.993	1599.4	1599.015	1598.78	1598.617	1598.614	1598.726	1598.782	1598.88	1599.233	1598.884	1598.695	1598.571	1598.577	1598.483	1598.72	1598.87	1599.204	1598.913	1598.774	1598.757	1598.62	1598.728	1598.756	1598.879	1599.219	1599.155	1599.038	1599.016	1598.893	1598.968	1599.039	1594.167	0	
1599.045	1598.961	1598.88	1598.769	1598.806	1598.906	1598.99	1599.405	1599.028	1598.783	1598.618	1598.606	1598.731	1598.776	1598.882	1599.243	1598.88	1598.708	1598.586	1598.572	1598.486	1598.725	1598.871	1599.203	1598.917	1598.769	1598.754	1598.628	1598.728	1598.756	1598.884	1599.218	1599.149	1599.047	1599.012	1598.879	1598.962	1599.048	1594.19	0	
1599.045	1598.956	1598.88	1598.776	1598.82	1598.914	1598.987	1599.395	1599.027	1598.782	1598.621	1598.611	1598.725	1598.789	1598.882	1599.237	1598.88	1598.695	1598.569	1598.574	1598.487	1598.737	1598.874	
